"","Date","Open","High","Low","Settle","Volume","Prev. Day Open Interest"
"97",2016-05-06,0,0,0,100.26,0,11738
"98",2016-05-05,100.26,100.26,100.26,100.26,31,11759
"99",2016-05-04,0,0,0,100.26,0,11759
"100",2016-05-03,100.26,100.26,100.255,100.26,135,11773
"101",2016-05-02,100.255,100.255,100.255,100.255,0,11773
"102",2016-04-29,100.255,100.255,100.255,100.255,0,11773
"103",2016-04-28,100.26,100.26,100.26,100.26,5,11778
"104",2016-04-27,100.255,100.255,100.255,100.255,0,11778
"105",2016-04-26,100.26,100.26,100.26,100.255,35,11763
"106",2016-04-25,100.255,100.255,100.255,100.255,4,11763
"107",2016-04-22,100.255,100.255,100.255,100.255,30,11733
"108",2016-04-21,100.255,100.255,100.255,100.25,25,11733
"109",2016-04-20,100.25,100.25,100.25,100.255,213,11723
"110",2016-04-19,100.255,100.255,100.255,100.255,137,11603
"111",2016-04-18,100.26,100.26,100.255,100.255,48,11575
"112",2016-04-15,100.26,100.26,100.255,100.255,14,11575
"113",2016-04-14,100.255,100.255,100.255,100.255,1,11576
"114",2016-04-13,100.265,100.265,100.26,100.26,62,11565
"115",2016-04-12,100.255,100.255,100.255,100.255,19,11549
"116",2016-04-11,100.255,100.255,100.255,100.255,29,11549
"117",2016-04-08,100.255,100.255,100.255,100.25,15,11564
"118",2016-04-07,100.26,100.26,100.26,100.26,15,11549
"119",2016-04-06,100.255,100.255,100.255,100.255,20,11569
"120",2016-04-05,100.26,100.26,100.26,100.255,17,11579
"121",2016-04-04,100.25,100.25,100.25,100.25,30,11589
"122",2016-04-01,100.255,100.255,100.255,100.255,0,11589
"123",2016-03-31,100.255,100.255,100.25,100.255,120,11581
"124",2016-03-30,100.25,100.25,100.25,100.25,7,11574
"125",2016-03-29,100.255,100.255,100.255,100.255,30,11574
"126",2016-03-24,100.25,100.25,100.25,100.255,100,11620
"127",2016-03-23,100.255,100.255,100.255,100.255,0,11620
"128",2016-03-22,100.255,100.255,100.255,100.255,4,11623
"129",2016-03-21,100.255,100.255,100.255,100.255,41,11613
"130",2016-03-18,100.255,100.255,100.255,100.25,5,11610
"131",2016-03-17,100.245,100.245,100.245,100.25,5,11613
"132",2016-03-16,100.245,100.245,100.245,100.245,1,11613
"133",2016-03-15,100.24,100.24,100.24,100.235,1500,11613
"134",2016-03-14,100.24,100.24,100.24,100.245,200,11413
"135",2016-03-11,100.225,100.225,100.225,100.225,3404,5335
"136",2016-03-10,100.25,100.25,100.22,100.225,278,5226
"137",2016-03-09,100.25,100.25,100.245,100.245,1185,4423
"138",2016-03-08,100.25,100.25,100.25,100.25,13,4422
"139",2016-03-07,100.245,100.245,100.245,100.245,0,4422
"140",2016-03-04,100.25,100.25,100.25,100.245,648,4857
"141",2016-03-03,100.255,100.255,100.255,100.26,71,4857
"142",2016-03-02,100.255,100.255,100.25,100.25,342,5082
"143",2016-03-01,100.255,100.255,100.255,100.255,260,5098
"144",2016-02-29,100.255,100.255,100.255,100.265,1,5099
"145",2016-02-26,100.255,100.255,100.255,100.255,500,5599
"146",2016-02-25,100.245,100.245,100.245,100.245,6,5599
"147",2016-02-24,100.24,100.24,100.24,100.24,20,5599
"148",2016-02-23,100.24,100.24,100.24,100.24,136,5599
"149",2016-02-22,100.245,100.245,100.245,100.245,95,5599
"150",2016-02-19,100.255,100.255,100.255,100.255,0,5599
"151",2016-02-18,100.255,100.255,100.255,100.255,0,5729
"152",2016-02-17,100.24,100.245,100.24,100.245,502,5729
"153",2016-02-16,100.24,100.24,100.24,100.24,630,6099
"154",2016-02-15,100.24,100.24,100.24,100.24,0,6099
"155",2016-02-12,100.23,100.23,100.23,100.225,73,6116
"156",2016-02-11,100.24,100.24,100.24,100.225,1,6115
"157",2016-02-10,100.19,100.19,100.19,100.225,4,6115
"158",2016-02-09,100.21,100.21,100.21,100.21,4,6111
"159",2016-02-08,100.235,100.235,100.235,100.195,847,6958
"160",2016-02-05,100.24,100.24,100.24,100.24,0,6958
"161",2016-02-04,100.24,100.24,100.24,100.24,21,6958
"162",2016-02-03,100.24,100.25,100.24,100.245,34,6931
"163",2016-02-02,100.245,100.245,100.245,100.24,16,6915
"164",2016-02-01,100.23,100.23,100.23,100.23,0,6915
"165",2016-01-29,100.245,100.245,100.24,100.25,18,6911
"166",2016-01-28,100.23,100.23,100.23,100.225,32,6879
"167",2016-01-27,100.245,100.245,100.245,100.225,8,6872
"168",2016-01-26,100.245,100.245,100.245,100.245,20,6872
"169",2016-01-25,100.235,100.235,100.235,100.235,83,6872
"170",2016-01-22,100.23,100.23,100.23,100.23,46,6872
"171",2016-01-20,100.19,100.19,100.19,100.195,1,6373
"172",2016-01-19,100.18,100.18,100.18,100.18,20,6373
"173",2016-01-18,100.185,100.185,100.185,100.185,0,6373
"174",2016-01-15,100.18,100.18,100.18,100.18,0,6378
"175",2016-01-14,100.185,100.185,100.175,100.175,166,6219
"176",2016-01-13,100.18,100.185,100.18,100.185,33,6219
"177",2016-01-12,100.19,100.19,100.19,100.19,0,6219
"178",2016-01-11,100.185,100.185,100.185,100.185,0,6219
"179",2016-01-08,100.19,100.19,100.19,100.19,0,6219
"180",2016-01-07,100.19,100.19,100.19,100.185,30,6189
"181",2016-01-06,100.18,100.18,100.18,100.185,20,6189
"182",2016-01-05,100.175,100.18,100.175,100.175,65,6139
"183",2016-01-04,100.165,100.165,100.165,100.165,0,6139
"184",2015-12-31,100.165,100.165,100.165,100.165,0,6139
"185",2015-12-30,100.165,100.165,100.165,100.165,11,6139
"186",2015-12-29,100.165,100.165,100.165,100.165,13,6141
"187",2015-12-28,100.165,100.165,100.165,100.165,34,6141
"188",2015-12-24,100.16,100.16,100.16,100.16,0,6141
"189",2015-12-23,100.16,100.16,100.16,100.16,0,6141
"190",2015-12-22,100.155,100.155,100.155,100.155,58,6130
"191",2015-12-21,100.155,100.155,100.155,100.155,20,6120
"192",2015-12-18,100.17,100.17,100.165,100.165,216,5936
"193",2015-12-17,100.165,100.165,100.165,100.165,0,5936
"194",2015-12-16,100.165,100.165,100.16,100.165,36,5961
"195",2015-12-15,100.16,100.16,100.16,100.16,60,6011
"196",2015-12-14,100.16,100.16,100.16,100.165,416,5827
"197",2015-12-11,100.13,100.13,100.13,100.13,5,27306
"198",2015-12-10,100.125,100.13,100.125,100.13,79,27300
"199",2015-12-09,100.13,100.13,100.13,100.125,17,27300
"200",2015-12-08,100.12,100.125,100.12,100.125,50,27315
"201",2015-12-07,100.12,100.12,100.12,100.12,15,28770
"202",2015-12-04,100.11,100.12,100.11,100.11,229,28824
"203",2015-12-03,100.19,100.195,100.19,100.11,35,28825
"204",2015-12-02,100.185,100.185,100.185,100.185,15,28825
"205",2015-12-01,100.19,100.19,100.19,100.19,84,28825
"206",2015-11-30,100.18,100.18,100.18,100.18,0,28825
"207",2015-11-27,100.195,100.195,100.195,100.195,0,28825
"208",2015-11-26,100.19,100.19,100.19,100.185,207,28825
"209",2015-11-25,100.19,100.19,100.19,100.19,42,28825
"210",2015-11-24,100.17,100.17,100.17,100.17,51,28825
"211",2015-11-23,100.17,100.18,100.17,100.18,331,28825
"212",2015-11-20,100.16,100.16,100.16,100.17,100,28825
"213",2015-11-19,100.15,100.15,100.15,100.15,22,28827
"214",2015-11-18,100.155,100.155,100.155,100.155,3,28827
"215",2015-11-17,100.155,100.155,100.155,100.15,101,28827
"216",2015-11-16,100.145,100.145,100.145,100.145,51,28827
"217",2015-11-13,100.15,100.15,100.15,100.145,5,28827
"218",2015-11-12,100.145,100.145,100.145,100.145,155,28827
"219",2015-11-11,100.135,100.135,100.135,100.14,221,29027
"220",2015-11-10,100.13,100.13,100.13,100.125,237,29052
"221",2015-11-09,100.14,100.14,100.13,100.12,30,29052
"222",2015-11-06,100.12,100.12,100.115,100.1,211,29251
"223",2015-11-05,100.115,100.12,100.115,100.115,10,29253
"224",2015-11-04,100.125,100.125,100.115,100.115,60,29252
"225",2015-11-03,100.11,100.11,100.11,100.11,101,29253
"226",2015-11-02,100.105,100.105,100.105,100.105,44,29253
"227",2015-10-30,100.11,100.11,100.11,100.115,1,29253
"228",2015-10-29,100.115,100.115,100.11,100.115,88,29253
"229",2015-10-28,100.12,100.12,100.12,100.115,72,29303
"230",2015-10-27,100.12,100.12,100.12,100.12,165,29303
"231",2015-10-26,100.115,100.115,100.115,100.11,53,29353
"232",2015-10-23,100.115,100.12,100.11,100.115,18,29353
"233",2015-10-22,100.07,100.105,100.07,100.105,49,29354
"234",2015-10-21,100.07,100.07,100.07,100.07,21,29354
"235",2015-10-20,100.07,100.07,100.07,100.07,43,29353
"236",2015-10-19,100.075,100.075,100.075,100.07,43,29354
"237",2015-10-16,100.075,100.075,100.07,100.075,27,29349
"238",2015-10-15,100.065,100.07,100.065,100.07,1552,29249
"239",2015-10-14,100.06,100.06,100.055,100.06,7,29249
"240",2015-10-13,100.06,100.06,100.055,100.06,23,29249
"241",2015-10-12,100.06,100.06,100.06,100.06,0,29249
"242",2015-10-09,100.055,100.055,100.055,100.06,642,29389
"243",2015-10-08,100.06,100.06,100.06,100.06,0,29389
"244",2015-10-07,100.055,100.055,100.055,100.06,1,29389
"245",2015-10-06,100.06,100.06,100.06,100.06,682,29389
"246",2015-10-05,100.065,100.065,100.065,100.065,962,29385
"247",2015-10-02,100.055,100.06,100.055,100.06,1857,27690
"248",2015-10-01,100.055,100.055,100.055,100.055,352,27690
"249",2015-09-30,100.05,100.05,100.05,100.05,5,27690
"250",2015-09-29,100.055,100.055,100.055,100.055,4,27690
"251",2015-09-28,100.05,100.05,100.05,100.05,43,27690
"252",2015-09-25,100.045,100.045,100.045,100.045,0,27690
"253",2015-09-24,100.045,100.05,100.045,100.05,1014,27689
"254",2015-09-23,100.05,100.05,100.05,100.05,0,27692
"255",2015-09-22,100.045,100.05,100.045,100.055,8020,32530
"256",2015-09-21,100.035,100.035,100.035,100.04,18,32543
"257",2015-09-18,100.04,100.04,100.04,100.04,4,32543
"258",2015-09-17,100.035,100.035,100.035,100.035,36,32543
"259",2015-09-16,100.04,100.04,100.04,100.04,605,31940
"260",2015-09-15,100.04,100.04,100.04,100.04,0,31940
"261",2015-09-14,100.04,100.04,100.04,100.04,260,31819
"262",2015-09-11,100.04,100.04,100.035,100.04,64,13932
"263",2015-09-10,100.04,100.04,100.035,100.04,54,13984
"264",2015-09-09,100.04,100.04,100.04,100.04,22,14005
"265",2015-09-08,100.04,100.04,100.035,100.04,410,14106
"266",2015-09-07,100.04,100.04,100.04,100.04,0,14106
"267",2015-09-04,100.04,100.04,100.04,100.04,111,14072
"268",2015-09-03,100.04,100.04,100.04,100.04,449,14112
"269",2015-09-02,100.04,100.04,100.04,100.04,102,14132
"270",2015-09-01,100.035,100.035,100.035,100.035,24,14132
"271",2015-08-31,100.035,100.04,100.035,100.035,14,14129
"272",2015-08-28,100.035,100.035,100.035,100.035,900,13832
"273",2015-08-27,100.035,100.035,100.035,100.035,91,13865
"274",2015-08-26,100.035,100.035,100.035,100.035,0,13865
"275",2015-08-25,100.035,100.035,100.035,100.035,80,13865
"276",2015-08-24,100.035,100.035,100.035,100.03,224,13858
"277",2015-08-21,100.035,100.035,100.035,100.035,0,13858
"278",2015-08-20,100.035,100.035,100.03,100.035,71,13865
"279",2015-08-19,100.03,100.03,100.03,100.03,5,13865
"280",2015-08-18,100.03,100.03,100.03,100.03,5,13870
"281",2015-08-17,100.03,100.03,100.03,100.03,0,13870
"282",2015-08-14,100.035,100.035,100.03,100.03,275,13614
"283",2015-08-13,100.03,100.03,100.03,100.03,45,13640
"284",2015-08-12,100.03,100.03,100.03,100.03,0,13640
"285",2015-08-11,100.03,100.03,100.03,100.03,12,13640
"286",2015-08-10,100.025,100.03,100.025,100.03,45,13623
"287",2015-08-07,100.03,100.03,100.03,100.03,26,13624
"288",2015-08-06,100.03,100.03,100.03,100.03,0,13624
"289",2015-08-05,100.03,100.03,100.03,100.03,331,13550
"290",2015-08-04,100.03,100.03,100.03,100.03,32,13582
"291",2015-08-03,100.03,100.03,100.03,100.03,0,13582
"292",2015-07-31,100.02,100.02,100.02,100.025,64,13582
"293",2015-07-30,100.025,100.025,100.025,100.025,164,13737
"294",2015-07-29,100.02,100.02,100.02,100.02,40,13766
"295",2015-07-28,100.02,100.02,100.02,100.02,0,13766
"296",2015-07-27,100.02,100.025,100.02,100.015,26,13761
"297",2015-07-24,100.02,100.02,100.02,100.02,12,13761
"298",2015-07-23,100.015,100.02,100.015,100.015,24,13761
"299",2015-07-22,100.02,100.02,100.02,100.015,200,13765
"300",2015-07-21,100.02,100.02,100.02,100.02,31,13796
"301",2015-07-20,100.02,100.02,100.02,100.015,10,13805
"302",2015-07-17,100.015,100.015,100.015,100.015,0,13805
"303",2015-07-16,100.02,100.02,100.02,100.02,0,13805
"304",2015-07-15,100.015,100.015,100.015,100.015,0,13805
"305",2015-07-14,100.015,100.015,100.015,100.015,0,13805
"306",2015-07-13,100.015,100.015,100.015,100.015,44,13849
"307",2015-07-10,100,100,100,100,42,13891
"308",2015-07-09,100,100,100,100,0,13891
"309",2015-07-08,99.99,99.99,99.99,99.99,0,14141
"310",2015-07-07,99.985,99.985,99.975,99.98,396,13985
"311",2015-07-06,99.99,99.99,99.99,99.99,250,13985
"312",2015-07-03,99.99,99.99,99.99,99.985,590,13995
"313",2015-07-02,99.995,99.995,99.99,99.99,46,13981
"314",2015-07-01,99.99,99.99,99.99,99.99,25,13981
"315",2015-06-30,99.985,99.985,99.985,99.985,0,13981
"316",2015-06-29,99.97,99.97,99.97,99.98,30,13981
"317",2015-06-26,99.99,99.99,99.99,99.99,1500,12836
"318",2015-06-25,99.99,99.99,99.99,99.99,6,12836
"319",2015-06-24,100,100,99.995,99.99,228,12922
"320",2015-06-23,100,100,100,99.995,62,12952
"321",2015-06-22,99.985,99.99,99.985,100,134,12998
"322",2015-06-19,99.975,99.975,99.975,99.975,158,13080
"323",2015-06-18,99.965,99.965,99.965,99.97,70,13090
"324",2015-06-17,99.955,99.96,99.955,99.955,170,13419
"325",2015-06-16,99.955,99.955,99.955,99.955,239,13512
"326",2015-06-15,99.955,99.955,99.95,99.955,445,13362
"327",2015-06-12,100.01,100.01,100.01,100.01,0,7664
"328",2015-06-11,100.01,100.01,100.01,100.01,263,7912
"329",2015-06-10,100.01,100.01,100.01,100.01,0,7912
"330",2015-06-09,100.01,100.01,100.01,100.01,553,8159
"331",2015-06-08,100.01,100.01,100.01,100.01,22,8159
"332",2015-06-05,100.005,100.005,100.005,100.01,75,8162
"333",2015-06-04,100.01,100.01,100.01,100.01,0,8162
"334",2015-06-03,100.01,100.01,100.01,100.01,250,7912
"335",2015-06-02,100.005,100.005,100.005,100.005,0,7916
"336",2015-06-01,100.005,100.005,100.005,100.005,4,7916
"337",2015-05-29,100.005,100.005,100.005,100.005,4,7920
"338",2015-05-28,100.01,100.01,100.005,100.01,4,7924
"339",2015-05-27,100.01,100.01,100.01,100.01,23,7932
"340",2015-05-26,100.005,100.005,100.005,100.01,780,7728
"341",2015-05-25,100.01,100.01,100.01,100.01,0,7728
"342",2015-05-22,100.01,100.01,100.01,100.01,6,7730
"343",2015-05-21,100.01,100.01,100.01,100.015,202,7732
"344",2015-05-20,100.015,100.015,100.015,100.01,30,7762
"345",2015-05-19,100.01,100.01,100.01,100.01,135,7897
"346",2015-05-18,100.01,100.01,100.01,100.01,1,7897
"347",2015-05-15,100.01,100.01,100.01,100.01,43,7897
"348",2015-05-14,100.01,100.01,100.01,100.01,10,7897
"349",2015-05-13,100.005,100.005,100.005,100.005,38,7897
"350",2015-05-12,100.005,100.005,100.005,100.005,50,7897
"351",2015-05-11,100.005,100.005,100.005,100.005,0,7897
"352",2015-05-08,100.005,100.005,100.005,100.005,0,7897
"353",2015-05-07,100.005,100.005,100.005,100.005,0,7897
"354",2015-05-06,100,100.005,100,100.005,547,7828
"355",2015-05-05,100.005,100.005,100.005,100.01,1599,7894
"356",2015-05-04,100.01,100.01,100.01,100.01,0,7894
"357",2015-04-30,100.005,100.005,100.005,100.005,0,7894
"358",2015-04-29,100.01,100.01,100.01,100.01,35,7879
"359",2015-04-28,100.015,100.015,100.015,100.015,0,7879
"360",2015-04-27,99.995,99.995,99.995,100.005,1,7880
"361",2015-04-24,99.995,99.995,99.995,100,158,7959
"362",2015-04-23,100.005,100.005,100.005,100.005,728,7647
"363",2015-04-22,100,100,100,100,1090,7097
"364",2015-04-21,100,100,100,100,0,7097
"365",2015-04-20,100.005,100.005,100.005,100,1057,6197
"366",2015-04-17,100.005,100.005,100.005,100.005,1766,6089
"367",2015-04-16,100.015,100.015,100.01,100.005,80,6090
"368",2015-04-15,100.01,100.01,100.005,100.01,623,6089
"369",2015-04-14,100.005,100.005,100.005,100.005,0,6089
"370",2015-04-13,100,100,100,100,56,6089
"371",2015-04-10,100,100,100,100,0,6089
"372",2015-04-09,100,100,100,100,0,6089
"373",2015-04-08,99.99,99.995,99.99,99.995,62,6059
"374",2015-04-07,99.985,99.985,99.985,99.985,0,6059
"375",2015-04-02,99.98,99.98,99.98,99.98,70,5997
"376",2015-04-01,99.985,99.985,99.985,99.985,93,6049
"377",2015-03-31,99.99,99.99,99.99,99.99,0,6049
"378",2015-03-30,99.99,99.99,99.99,99.99,0,6049
"379",2015-03-27,99.99,99.99,99.99,99.99,0,6049
"380",2015-03-26,99.985,99.985,99.985,99.99,32,6024
"381",2015-03-25,99.99,99.99,99.99,99.985,1,6024
"382",2015-03-24,99.985,99.985,99.985,99.985,114,5975
"383",2015-03-23,99.985,99.985,99.985,99.98,425,6024
"384",2015-03-20,99.99,99.99,99.99,99.99,0,6024
"385",2015-03-19,99.995,99.995,99.995,99.985,520,5934
"386",2015-03-18,99.98,99.98,99.98,99.98,5024,2365
"387",2015-03-17,99.98,99.98,99.98,99.985,2,2367
"388",2015-03-16,100,100,100,100.005,20,2367
"389",2015-03-13,99.975,99.975,99.975,99.975,25,7764
"390",2015-03-12,99.975,99.975,99.975,99.975,12,7776
"391",2015-03-11,99.975,99.975,99.975,99.975,103,7779
"392",2015-03-10,99.975,99.975,99.975,99.975,0,7779
"393",2015-03-09,99.97,99.97,99.97,99.97,17,7796
"394",2015-03-06,99.97,99.97,99.97,99.97,22,7818
"395",2015-03-05,99.97,99.97,99.97,99.97,6,7824
"396",2015-03-04,99.97,99.97,99.97,99.97,0,7824
"397",2015-03-03,99.97,99.97,99.97,99.97,5,7829
"398",2015-03-02,99.97,99.97,99.97,99.97,700,8099
"399",2015-02-27,99.975,99.975,99.975,99.975,0,8099
"400",2015-02-26,99.97,99.97,99.97,99.97,0,8099
"401",2015-02-25,99.965,99.965,99.965,99.965,40,8139
"402",2015-02-24,99.96,99.96,99.96,99.96,1,8140
"403",2015-02-23,99.955,99.965,99.955,99.96,2,8140
"404",2015-02-20,99.94,99.94,99.94,99.94,20,8160
"405",2015-02-19,99.945,99.945,99.945,99.945,0,8160
"406",2015-02-18,99.95,99.95,99.95,99.95,0,8160
"407",2015-02-17,99.945,99.945,99.945,99.945,0,8160
"408",2015-02-16,99.945,99.945,99.945,99.945,0,8160
"409",2015-02-13,99.95,99.95,99.95,99.95,0,8160
"410",2015-02-12,99.945,99.945,99.945,99.945,0,8160
"411",2015-02-11,99.94,99.94,99.94,99.94,0,8160
"412",2015-02-10,99.945,99.945,99.945,99.945,45,8180
"413",2015-02-09,99.94,99.94,99.94,99.935,1,8180
"414",2015-02-06,99.93,99.93,99.93,99.94,250,8071
"415",2015-02-05,99.94,99.94,99.94,99.94,0,8071
"416",2015-02-04,99.94,99.94,99.94,99.94,1,8071
"417",2015-02-03,99.945,99.945,99.945,99.945,3,8074
"418",2015-02-02,99.935,99.94,99.935,99.94,5001,3504
"419",2015-01-30,99.94,99.94,99.94,99.935,30,3475
"420",2015-01-29,99.945,99.945,99.945,99.945,20,3495
"421",2015-01-28,99.955,99.96,99.955,99.96,280,3621
"422",2015-01-27,99.96,99.96,99.96,99.96,0,3621
"423",2015-01-26,99.95,99.95,99.95,99.95,34,3655
"424",2015-01-23,99.96,99.96,99.96,99.96,29,3684
"425",2015-01-22,99.96,99.965,99.96,99.97,305,3597
"426",2015-01-21,99.975,99.975,99.965,99.965,90,3687
"427",2015-01-20,99.975,99.975,99.975,99.975,0,3687
"428",2015-01-19,99.98,99.98,99.98,99.98,13,3700
"429",2015-01-16,99.98,99.985,99.965,99.975,83,3770
"430",2015-01-15,99.92,99.92,99.92,99.92,0,3770
"431",2015-01-14,99.945,99.945,99.945,99.945,1,3770
"432",2015-01-13,99.94,99.94,99.935,99.94,211,3935
"433",2015-01-12,99.935,99.935,99.935,99.94,1,3936
"434",2015-01-09,99.935,99.94,99.935,99.94,10,3936
"435",2015-01-08,99.935,99.935,99.935,99.935,1,3936
"436",2015-01-07,99.94,99.94,99.935,99.935,4,3936
"437",2015-01-06,99.94,99.94,99.94,99.94,2,3938
"438",2015-01-05,99.935,99.935,99.935,99.935,5,3943
"439",2015-01-02,99.935,99.935,99.935,99.935,2,3943
"440",2014-12-31,99.925,99.925,99.925,99.925,0,3943
"441",2014-12-30,99.925,99.925,99.925,99.925,0,3943
"442",2014-12-29,99.92,99.92,99.92,99.92,0,3943
"443",2014-12-24,99.915,99.915,99.915,99.915,0,3943
"444",2014-12-23,99.915,99.915,99.915,99.915,0,3943
"445",2014-12-22,99.915,99.915,99.915,99.915,8,3951
"446",2014-12-19,99.915,99.915,99.915,99.915,0,3951
"447",2014-12-18,99.905,99.905,99.905,99.905,1,3950
"448",2014-12-17,99.905,99.905,99.905,99.9,30,3953
"449",2014-12-16,99.9,99.9,99.9,99.9,0,3953
"450",2014-12-15,99.91,99.91,99.91,99.91,90,3943
"451",2014-12-12,99.92,99.92,99.92,99.92,0,3039
"452",2014-12-11,99.92,99.92,99.92,99.92,0,3039
"453",2014-12-10,99.915,99.915,99.915,99.915,5,3039
"454",2014-12-09,99.915,99.915,99.915,99.915,32,3064
"455",2014-12-08,99.915,99.915,99.915,99.915,0,3064
"456",2014-12-05,99.915,99.915,99.915,99.915,720,3500
"457",2014-12-04,99.915,99.915,99.915,99.915,0,3500
"458",2014-12-03,99.92,99.92,99.92,99.92,0,3500
"459",2014-12-02,99.915,99.915,99.915,99.915,45,3570
"460",2014-12-01,99.91,99.91,99.91,99.915,350,3870
"461",2014-11-28,99.915,99.915,99.915,99.915,0,3870
"462",2014-11-27,99.91,99.91,99.91,99.91,0,3891
"463",2014-11-26,99.91,99.91,99.91,99.91,491,4265
"464",2014-11-25,99.91,99.91,99.91,99.91,0,4265
"465",2014-11-24,99.91,99.91,99.91,99.91,0,4265
"466",2014-11-21,99.91,99.91,99.91,99.91,596,4169
"467",2014-11-20,99.91,99.91,99.91,99.91,52,4121
"468",2014-11-19,99.905,99.905,99.905,99.905,37,4104
"469",2014-11-17,99.91,99.91,99.91,99.91,0,4072
"470",2014-11-14,99.91,99.91,99.91,99.91,4,4076
"471",2014-11-13,99.915,99.915,99.915,99.915,0,4076
